Município;Cargo;Nome;Partido;Genero
VERTENTE DO L√âRIO;VEREADOR;SEVERINO DA √ÅGUA;PSB;MASCULINO
ARA√áOIABA;VEREADOR;ERICA DE LULU;PSB;FEMININO
ARA√áOIABA;VEREADOR;ANT√îNIO DE MARIA RITA;MDB;MASCULINO
ARA√áOIABA;VEREADOR;RENATO DE TITA;PT;MASCULINO
BREJINHO;VEREADOR;FELIPE DE NALDO DE VALDIN;REPUBLICANOS;MASCULINO
BREJINHO;VEREADOR;RONALDO DELFINO;PSB;MASCULINO
LAGOA GRANDE;VEREADOR;EDNEUZA LAFAIETE;MDB;FEMININO
PANELAS;VEREADOR;T√ÅCITO DE MAZ√â;REPUBLICANOS;MASCULINO
PANELAS;VEREADOR;DE√áO DE S√ÉO L√ÅZARO;REPUBLICANOS;MASCULINO
√ÅGUA PRETA;VEREADOR;ANG√âLICA;PSB;FEMININO
√ÅGUA PRETA;VEREADOR;SERGINHO;PSDB;MASCULINO
BEZERROS;VEREADOR;TATAI;PSB;FEMININO
BEZERROS;VEREADOR;FIA DE CAJAZEIRA;PSB;MASCULINO
BEZERROS;VEREADOR;DIOGO LEMOS;PSB;MASCULINO
BEZERROS;VEREADOR;EDUARDO;PSD;MASCULINO
IGUARACY;VEREADOR;AMAURY DA RA√á√ÉO;AVANTE;MASCULINO
IGUARACY;VEREADOR;BRUNA TORRES;PSD;FEMININO
IGUARACY;VEREADOR;JORGE SOLDADO;PSD;MASCULINO
JUREMA;VEREADOR;MACHADINHO;PT;MASCULINO
JUREMA;VEREADOR;ERINHO;PSB;MASCULINO
JUREMA;VEREADOR;HAROLDO MORAIS;REPUBLICANOS;MASCULINO
JUREMA;VEREADOR;PAULO DE PETR√îNIO;REPUBLICANOS;MASCULINO
LAGOA DOS GATOS;VEREADOR;TARCISIO MONTEIRO;PP;MASCULINO
PALMARES;VEREADOR;HUGO ANDRADE;PP;MASCULINO
PALMARES;VEREADOR;JUNIOR LE√ÉO;PSD;MASCULINO
PESQUEIRA;VEREADOR;ZEZINHO DA BRIBOCA;REPUBLICANOS;MASCULINO
PESQUEIRA;VEREADOR;EVANDO JUNIOR;PSD;MASCULINO
S√ÉO JOS√â DO EGITO;VEREADOR;ALB√âRICO TIAGO;PODE;MASCULINO
S√ÉO JOS√â DO EGITO;VEREADOR;GERSON SOUSA;PSB;MASCULINO
S√ÉO JOS√â DO EGITO;VEREADOR;FERNANDA DE FL√ÅVIO JUC√Å;PT;FEMININO
TORITAMA;VEREADOR;Z√â NETO DA SAUDE;PP;MASCULINO
VIT√ìRIA DE SANTO ANT√ÉO;VEREADOR;JOTA DOMINGOS;MDB;MASCULINO
PANELAS;PREFEITO;RUBEN;PSB;MASCULINO
AGRESTINA;VEREADOR;ZITO DA BARRA;MDB;MASCULINO
ARARIPINA;VEREADOR;EVANDRO DELMONDES;PDT;MASCULINO
ARARIPINA;VEREADOR;PROFESSOR SEBASTI√ÉO DIAS;PSD;MASCULINO
FEIRA NOVA;VEREADOR;T√öLIO BARROS;MDB;MASCULINO
FEIRA NOVA;VEREADOR;JOEL PASCOAL;PODE;MASCULINO
LAGOA DE ITAENGA;VEREADOR;ELIEL DA GUARDA;REDE;MASCULINO
SALGUEIRO;VEREADOR;MARIANO BARROS;PSB;MASCULINO
SANTA MARIA DA BOA VISTA;VEREADOR;MARCIO SOM;AVANTE;MASCULINO
SOLID√ÉO;VEREADOR;NETA RIQUETA;PSB;FEMININO
TAQUARITINGA DO NORTE;VEREADOR;GUILHERME CUMARU;PDT;MASCULINO
BODOC√ì;VEREADOR;D√ÅRIO BRITO;MDB;MASCULINO
BODOC√ì;VEREADOR;J√ì DE ROBERTO;MDB;FEMININO
BODOC√ì;VEREADOR;LIREDA RAMOS;PDT;FEMININO
BONITO;VEREADOR;JO√ÉO DINIZ;REDE;MASCULINO
BONITO;VEREADOR;HOLANDINHA;PSB;MASCULINO
CANHOTINHO;VEREADOR;CLAUDIO SANTOS;PP;MASCULINO
EXU;VEREADOR;QUEXIM DO EXU;PV;MASCULINO
GRAVAT√Å;VEREADOR;SILMARA ENFERMEIRA;PSDB;FEMININO
GRAVAT√Å;VEREADOR;IRM√ÉO ANTONIO DA LIMEIRA;AVANTE;MASCULINO
GRAVAT√Å;VEREADOR;ROBSON MOTOS;AVANTE;MASCULINO
GRAVAT√Å;VEREADOR;ADEILDO DO ABACAXI;PP;MASCULINO
GRAVAT√Å;VEREADOR;ALDO LA MASSA;SOLIDARIEDADE;MASCULINO
ITAPISSUMA;VEREADOR;THYAGO DE IRM√É TECA;PODE;MASCULINO
ITAPISSUMA;VEREADOR;HUGO LEONARDO;PSD;MASCULINO
PARANATAMA;VEREADOR;EDVALDO OLEGARIO;MDB;MASCULINO
SURUBIM;VEREADOR;KEL DE ALMIR;PODE;MASCULINO
BOM CONSELHO;VEREADOR;CLEBSON QUARESMA;PSD;MASCULINO
IATI;VEREADOR;RODRIGO FERREIRA;PL;MASCULINO
IATI;VEREADOR;ARTHUR TEN√ìRIO;UNI√ÉO;MASCULINO
NAZAR√â DA MATA;VEREADOR;NECO DO CONSELHO;PSB;MASCULINO
TAMANDAR√â;VEREADOR;CHAPOLIM;PSDB;MASCULINO
VENTUROSA;VEREADOR;JOAO HENRIQUE;PSB;MASCULINO
ITACURUBA;VEREADOR;SAMUKA CABRAL;PP;MASCULINO
JABOAT√ÉO DOS GUARARAPES;VEREADOR;GETULIO BELEM;PL;MASCULINO
JABOAT√ÉO DOS GUARARAPES;VEREADOR;CHARLES MOTORISTA;PL;MASCULINO
JABOAT√ÉO DOS GUARARAPES;VEREADOR;ADIEL AGOSTINHO;PRD;MASCULINO
JABOAT√ÉO DOS GUARARAPES;VEREADOR;LICA DO MICROONIBUS;PP;MASCULINO
JABOAT√ÉO DOS GUARARAPES;VEREADOR;MELQUE ALMEIDA;MOBILIZA;MASCULINO
JATA√öBA;VEREADOR;JOSILENE;PODE;FEMININO
JATA√öBA;VEREADOR;ZITO LOPES;PP;MASCULINO
JATA√öBA;VEREADOR;BURU;PSDB;MASCULINO
PAUDALHO;VEREADOR;MAESTRO BICO DE PATO;PODE;MASCULINO
TRACUNHA√âM;VEREADOR;ELIANE PORQUEIRO;PSB;FEMININO
TRINDADE;PREFEITO;HELBINHA DE RODRIGUES;UNI√ÉO;FEMININO
CH√É DE ALEGRIA;PREFEITO;MARCOS DA RO√áA;REPUBLICANOS;MASCULINO
JUCATI;PREFEITO;CLELSON PEIXOTO;REPUBLICANOS;MASCULINO
SANTA MARIA DO CAMBUC√Å;PREFEITO;ROBEVAN;PV;MASCULINO
SALO√Å;VEREADOR;TISLEYZINHO;PSD;MASCULINO
PAULISTA;VEREADOR;JONAS DA PRESTA√áAO;REPUBLICANOS;MASCULINO
SERRA TALHADA;VEREADOR;LINDOMAR DINIZ;AGIR;MASCULINO
SERRA TALHADA;VEREADOR;CHINA MENEZES;REPUBLICANOS;MASCULINO
SERRA TALHADA;VEREADOR;RONALDO DE DJA;PODE;MASCULINO
BET√ÇNIA;VEREADOR;ESPEDITA QUILOMBOLA;PSD;FEMININO
BET√ÇNIA;VEREADOR;WALLACE MARIANO;REPUBLICANOS;MASCULINO
INAJ√Å;VEREADOR;Z√â DE ALIETA;AVANTE;MASCULINO
INAJ√Å;VEREADOR;BESOURO PNEUS;REPUBLICANOS;MASCULINO
INAJ√Å;VEREADOR;PAULINHA DE PAULO HON√ìRIO;REPUBLICANOS;FEMININO
LAJEDO;VEREADOR;HELENA QUINTINO;REPUBLICANOS;FEMININO
PETROLINA;VEREADOR;EDILS√ÉO DO TR√ÇNSITO;UNI√ÉO;MASCULINO
PETROLINA;VEREADOR;ROBERTO DA GR√ÅFICA;DC;MASCULINO
PETROLINA;VEREADOR;JUNIOR G√ÅS;AVANTE;MASCULINO
PETROLINA;VEREADOR;GABRIEL MENEZES;PSD;MASCULINO
IBIRAJUBA;PREFEITO;IZALTA;PSDB;FEMININO
ABREU E LIMA;PREFEITO;FLAVIO GADELHA;PSB;MASCULINO
TUPARETAMA;PREFEITO;DI√ìGENES PATRIOTA;PSDB;MASCULINO
ANGELIM;PREFEITO;CAIQUE O GALEGUINHO;PSB;MASCULINO
BET√ÇNIA;PREFEITO;BEBE √ÅGUA;PSB;MASCULINO
BEL√âM DE MARIA;PREFEITO;BETO DO SARGENTO;PSDB;MASCULINO
BUENOS AIRES;VEREADOR;NEUZA CAVALCANTE;PSB;FEMININO
BUENOS AIRES;VEREADOR;OSMAN FL√îR;PSD;MASCULINO
TEREZINHA;VEREADOR;ALISSON MARTINS;REPUBLICANOS;MASCULINO
TEREZINHA;VEREADOR;TINOCO;REPUBLICANOS;MASCULINO
GARANHUNS;VEREADOR;PROFESSOR MARCIO;PV;MASCULINO
GARANHUNS;VEREADOR;BRUNO TAVEIRA;SOLIDARIEDADE;MASCULINO
GARANHUNS;VEREADOR;FABIANA ZOOBI;PSB;FEMININO
LAGOA DO OURO;VEREADOR;PEDRO DE ADEMILTON;PP;MASCULINO
LAGOA DO OURO;VEREADOR;AGEILZA COUTO;PDT;FEMININO
TRINDADE;VEREADOR;CACILDA IRM√É DE L√äLA;UNI√ÉO;FEMININO
TRINDADE;VEREADOR;PROFESSOR DIVALDO BARROS;PSD;MASCULINO
ABREU E LIMA;VEREADOR;MILENA ARA√öJO;SOLIDARIEDADE;FEMININO
INGAZEIRA;VEREADOR;LUCIANO MOREIRA;PSDB;MASCULINO
INGAZEIRA;VEREADOR;CHICO BANDEIRA;PSB;MASCULINO
QUIXABA;VEREADOR;MARCELO DO CAPIT√ÉO;AVANTE;MASCULINO
SANTA CRUZ DO CAPIBARIBE;VEREADOR;MARLOS DA COHAB;MDB;MASCULINO
SANTA CRUZ DO CAPIBARIBE;VEREADOR;AUGUSTO MAIA;MDB;MASCULINO
TRIUNFO;VEREADOR;GILSON DO PAR√Å;PSB;MASCULINO
TRIUNFO;VEREADOR;L√âO DE ANGELITA;PSDB;MASCULINO
VIC√äNCIA;VEREADOR;JO√ÇO MILANEZ;PSD;MASCULINO
CAPOEIRAS;VEREADOR;JO√ÉO DO BOLO;REPUBLICANOS;MASCULINO
CASINHAS;VEREADOR;ATILLA BARBOSA;PSB;MASCULINO
CASINHAS;VEREADOR;NIVALDO SILVA;UNI√ÉO;MASCULINO
PARNAMIRIM;VEREADOR;N√äGO AUR√âLIO;MDB;MASCULINO
PETROL√ÇNDIA;VEREADOR;EVALDO DA MELANCIA;PT;MASCULINO
SANHAR√ì;VEREADOR;KLEITON DE LINDA;PSB;MASCULINO
SANHAR√ì;VEREADOR;RONALDO LAT√ÉO;PC do B;MASCULINO
SANHAR√ì;VEREADOR;M√î DO PAG√ÉO;PC do B;MASCULINO
SANTA MARIA DO CAMBUC√Å;VEREADOR;HUGO DE PEU;REPUBLICANOS;MASCULINO
SANTA MARIA DO CAMBUC√Å;VEREADOR;XINHA DE JUDITE;PV;MASCULINO
SANTA MARIA DO CAMBUC√Å;VEREADOR;VALTINHO DO BAIXO;PV;MASCULINO
TACAIMB√ì;VEREADOR;NAZAR√â DE CL√ÅUDIO DO RAIO X;UNI√ÉO;FEMININO
JUPI;VEREADOR;DIELSON;MDB;MASCULINO
JUPI;VEREADOR;JEFFETON MONTEIRO;SOLIDARIEDADE;MASCULINO
SANTA CRUZ DA BAIXA VERDE;PREFEITO;DR. ISMAEL;REPUBLICANOS;MASCULINO
CABO DE SANTO AGOSTINHO;VEREADOR;NIA VIP CAR;SOLIDARIEDADE;MASCULINO
CEDRO;VEREADOR;TIAGO DE VILMAR;AVANTE;MASCULINO
CEDRO;VEREADOR;MIKA;AVANTE;MASCULINO
CEDRO;VEREADOR;NEGO DO BARRO BRANCO;PSD;MASCULINO
CEDRO;VEREADOR;MAIAMY DE NEGUINHO DE Z√â ARLIN;MDB;FEMININO
RIACHO DAS ALMAS;VEREADOR;GENIVAL DA SA√öDE;PSB;MASCULINO
IBIMIRIM;VEREADOR;LUCAS SOUZA FISIOTERAPEUTA;PODE;MASCULINO
JATOB√Å;VEREADOR;ROM√ÅRIO DE MARIA DO BAIRRO;PT;MASCULINO
S√ÉO LOUREN√áO DA MATA;VEREADOR;CO√çTA;SOLIDARIEDADE;FEMININO
TERRA NOVA;VEREADOR;ANTONIO DE D√îCA;PSB;MASCULINO
S√ÉO VICENTE F√âRRER;PREFEITO;MARCONE;PP;MASCULINO
PEDRA;PREFEITO;J√öNIOR VAZ;PV;MASCULINO
BARRA DE GUABIRABA;VEREADOR;J√ì DO G√ÅS;PP;MASCULINO
CARUARU;VEREADOR;CABO CARDOSO;AVANTE;MASCULINO
CARUARU;VEREADOR;LULA T√îRRES E PAULINHO;PSDB;MASCULINO
CORRENTES;VEREADOR;DR ANDERSON;PSB;MASCULINO
JAQUEIRA;VEREADOR;LENILSON DA SA√öDE;PSD;MASCULINO
OROB√ì;VEREADOR;PAULO BRITO;PSDB;MASCULINO
OROB√ì;VEREADOR;MUCURI MARCHANTE;PODE;MASCULINO
SIRINHA√âM;VEREADOR;GUTINHO;PODE;MASCULINO
SIRINHA√âM;VEREADOR;COELHINHO;PSD;MASCULINO
XEX√âU;VEREADOR;NETO DE EDINHO;PSDB;MASCULINO
POMBOS;PREFEITO;ELIAS MEU FII;MDB;MASCULINO
TACAIMB√ì;PREFEITO;JOELDA PEREIRA;PSDB;FEMININO
GOIANA;PREFEITO;MARCILIO REGIO;PP;MASCULINO
ESCADA;VEREADOR;GIL SAT;MOBILIZA;MASCULINO
ESCADA;VEREADOR;IRM√ÉO MASS√â ;DC;MASCULINO
GOIANA;VEREADOR;ALEXANDRE CARVALHO;UNI√ÉO;MASCULINO
GOIANA;VEREADOR;CID DO CARANGUEIJO;UNI√ÉO;MASCULINO
MIRANDIBA;VEREADOR;CASSIANO O CHEF√ÉO;UNI√ÉO;MASCULINO
SERT√ÇNIA;VEREADOR;ANDR√â CHAVES GIJIO;PSDB;MASCULINO
BARREIROS;VEREADOR;CARECA;PP;MASCULINO
BARREIROS;VEREADOR;NEL DO PEIXE;PP;MASCULINO
BARREIROS;VEREADOR;HENRIQUE DO HOSPITAL;PL;MASCULINO
BARREIROS;VEREADOR;ELIM√ÅRIO;PL;MASCULINO
MACHADOS;VEREADOR;BETO DO RAIO X;PV;MASCULINO
MARAIAL;VEREADOR;DIMAS TUR;PSDB;MASCULINO
BU√çQUE;VEREADOR;JANICE DA SA√öDE;REPUBLICANOS;FEMININO
MARAIAL;VEREADOR;LUCIANO DA CARNE;MDB;MASCULINO
PO√á√ÉO;VEREADOR;JACIENE FREITAS;PP;FEMININO
FLORESTA;VEREADOR;LENILDA BELO;PODE;FEMININO
S√ÉO JOAQUIM DO MONTE;VEREADOR;RICARDO JEFFERSON;PSDB;MASCULINO
FLORESTA;VEREADOR;BEIJINHA PU√áA;PP;MASCULINO
RECIFE;VEREADOR;CIDA PEDROSA;PC do B;FEMININO
S√ÉO JOAQUIM DO MONTE;VEREADOR;MARCOS TANAZO;REPUBLICANOS;MASCULINO
S√ÉO JOAQUIM DO MONTE;VEREADOR;VAN DA PADARIA;PSD;MASCULINO
JO√ÉO ALFREDO;VEREADOR;JOANA DO SINDICATO;PSB;FEMININO
S√ÉO JOS√â DO BELMONTE;VEREADOR;CICINHO DO CARMO;PSB;MASCULINO
S√ÉO JOS√â DO BELMONTE;VEREADOR;JOSIV√ÇNIA DO SINDICATO;PT;FEMININO
TUPARETAMA;VEREADOR;DOM√äNICO PERAZZO;AVANTE;MASCULINO
S√ÉO JOS√â DO BELMONTE;VEREADOR;EVANDRO;REPUBLICANOS;MASCULINO
S√ÉO JOS√â DO BELMONTE;VEREADOR;RONALDO DA MANGA;REPUBLICANOS;MASCULINO
S√ÉO JOS√â DO BELMONTE;VEREADOR;JO√ÉO MARIO DE DR VITAL;REPUBLICANOS;MASCULINO
RECIFE;VEREADOR;PROFESSORA ANA L√öCIA;REPUBLICANOS;FEMININO
RECIFE;VEREADOR;NATALIA DE MENUDO;PSB;FEMININO
VERDEJANTE;VEREADOR;DAVI ARAUJO;PT;MASCULINO
VERDEJANTE;VEREADOR;HEITOR;REPUBLICANOS;MASCULINO
VERDEJANTE;VEREADOR;FELIPE DO ANGICO TORTO;REPUBLICANOS;MASCULINO
PRIMAVERA;PREFEITO;JEYSON FALC√ÉO;PSB;MASCULINO
SANTA TEREZINHA;PREFEITO;DELSON LUSTOSA;PODE;MASCULINO
TRACUNHA√âM;PREFEITO;IRM√ÉO ALUIZIO;PSD;MASCULINO
CAMOCIM DE S√ÉO F√âLIX;VEREADOR;AMIGO ZUZA;PSD;MASCULINO
CAMOCIM DE S√ÉO F√âLIX;VEREADOR;MANOEL FERNANDITO;PSD;MASCULINO
FLORES;VEREADOR;NILDO DA SPRINTER;PSB;MASCULINO
GL√ìRIA DO GOIT√Å;VEREADOR;WELLINGTON ANDRADE;PSDB;MASCULINO
GL√ìRIA DO GOIT√Å;VEREADOR;VALDEIR F√âLIX;PSB;MASCULINO
GL√ìRIA DO GOIT√Å;VEREADOR;KAIO NERY;PSB;MASCULINO
√ÅGUAS BELAS;VEREADOR;NETO TAVARES;PSD;MASCULINO
ITA√çBA;VEREADOR;JESSE TENORIO;PP;MASCULINO
ITA√çBA;VEREADOR;RENATO;REPUBLICANOS;MASCULINO
JUCATI;VEREADOR;MARCOS VIRGULINO;PSB;MASCULINO
SERRITA;VEREADOR;TEDY FAUSTINO;PT;MASCULINO
SERRITA;VEREADOR;FILEMON SAMPAIO;MDB;MASCULINO
SERRITA;VEREADOR;ZEZINHO DE ROM√ÉO;MDB;MASCULINO
BOM JARDIM;VEREADOR;J√äSSICA DE JANJ√ÉO;UNI√ÉO;FEMININO
CACHOEIRINHA;VEREADOR;J√öNIOR ALMEIDA;PSB;MASCULINO
CARNAUBEIRA DA PENHA;VEREADOR;NALDO MOITA;AVANTE;MASCULINO
CATENDE;VEREADOR;DUDU DA PADARIA;UNI√ÉO;MASCULINO
CATENDE;VEREADOR;JONAS ALVES;PSDB;MASCULINO
OROC√ì;VEREADOR;DR SANDRO SANTOS;PT;MASCULINO
OROC√ì;VEREADOR;IGHOR DE TAT√Å;MDB;MASCULINO
ALAGOINHA;VEREADOR;BOY DE NILZA;PSD;MASCULINO
ALAGOINHA;VEREADOR;NIVALDO GALINDO;PODE;MASCULINO
S√ÉO JO√ÉO;VEREADOR;RATINHO;PSB;MASCULINO
S√ÉO JO√ÉO;VEREADOR;JOSEVAL ASSIS;PSB;MASCULINO
ALAGOINHA;VEREADOR;DORA;PT;FEMININO
BEL√âM DE MARIA;VEREADOR;VAL AREIAS;PP;MASCULINO
TUPANATINGA;VEREADOR;HELTON CABELEIREIRO;PSD;MASCULINO
TUPANATINGA;VEREADOR;LUCIANO DA CANELA;PT;MASCULINO
CARPINA;VEREADOR;GUILHERME FILHO DE LIA;MOBILIZA;MASCULINO
CARPINA;VEREADOR;CHIC DO CAMAR√ÉO;PL;MASCULINO
CARPINA;VEREADOR;DR PAULO FERNANDO;PSDB;MASCULINO
CARPINA;VEREADOR;GASPAR DA AMBUL√ÇNCIA;PSD;MASCULINO
OURICURI;VEREADOR;DELVANIA SOBRAL;PSDB;FEMININO
OURICURI;VEREADOR;ROG√âRIO DA ALDEIA;REPUBLICANOS;MASCULINO
OURICURI;VEREADOR;LENARTE CARNEIRO;REPUBLICANOS;MASCULINO
OURICURI;VEREADOR;PROFESSORA WILLIANE;PT;FEMININO
SANTA FILOMENA;VEREADOR;ARIENE DO LIVRAMENTO;PSD;MASCULINO
SANTA FILOMENA;VEREADOR;ERIN DE CICERO HENRIQUE;PSD;MASCULINO
S√ÉO BENTO DO UNA;VEREADOR;NEIDE DO HOSPITAL;MDB;FEMININO
PALMARES;PREFEITO;JUNIOR DE BETO;PP;MASCULINO
PETROL√ÇNDIA;PREFEITO;FABIANO MARQUES;REPUBLICANOS;MASCULINO
VENTUROSA;PREFEITO;KELVIN CAVALCANTI;PSD;MASCULINO
FREI MIGUELINHO;PREFEITO;LINDONALDO DA FARINHA;PSB;MASCULINO
JOAQUIM NABUCO;PREFEITO;M√ÅRCIA BARRETO;PSDB;FEMININO
FLORES;PREFEITO;GILBERTO RIBEIRO;PSB;MASCULINO
AMARAJI;VEREADOR;JULIA DE BERNA;AVANTE;FEMININO
BEL√âM DO S√ÉO FRANCISCO;VEREADOR;ACACIO DO IB√ì;MDB;MASCULINO
BEL√âM DO S√ÉO FRANCISCO;VEREADOR;DORGIVAL JULIO;PP;MASCULINO
ILHA DE ITAMARAC√Å;VEREADOR;DUZINHA;AGIR;FEMININO
RIBEIR√ÉO;VEREADOR;LEIDE FERREIRA;PSB;MASCULINO
RIBEIR√ÉO;VEREADOR;EDIR DO CIRA O MATUTO;PSB;MASCULINO
RIBEIR√ÉO;VEREADOR;MILSON DO CALDINHO;REPUBLICANOS;MASCULINO
RIBEIR√ÉO;VEREADOR;ANTONIO CARLOS FILHO;PP;MASCULINO
TACARATU;VEREADOR;IVAN ARTESANATO;MDB;MASCULINO
TACARATU;VEREADOR;RINALDO PEDROSA LAPIAL;REDE;MASCULINO
TACARATU;VEREADOR;LUCAS BALBINO;REPUBLICANOS;MASCULINO
FREI MIGUELINHO;VEREADOR;DI√ì GUEDES;PSB;MASCULINO
FREI MIGUELINHO;VEREADOR;ANDERSON LIMA;MDB;MASCULINO
LAGOA DO CARRO;VEREADOR;BEL BOTAFOGO;PL;FEMININO
LAGOA DO CARRO;VEREADOR;KL√âBER LIMA;PSDB;MASCULINO
OLINDA;VEREADOR;MIZAEL PRESTANISTA;PSD;MASCULINO
OLINDA;VEREADOR;JESUINO ARA√öJO;PSD;MASCULINO
OLINDA;VEREADOR;MILCON RANGEL;MDB;MASCULINO
POMBOS;VEREADOR;LUANA DA FARM√ÅCIA;MDB;FEMININO
POMBOS;VEREADOR;AGLAILSON DA CARNE;REPUBLICANOS;MASCULINO
S√ÉO CAITANO;VEREADOR;JUNIOR DA SA√öDE;UNI√ÉO;MASCULINO
S√ÉO VICENTE F√âRRER;VEREADOR;LOURO;PP;MASCULINO
DORMENTES;VEREADOR;AVELAR GOMES;PSB;MASCULINO
DORMENTES;VEREADOR;LOMANTO;PSB;MASCULINO
DORMENTES;VEREADOR;JERONIMO DO SINDICATO;PSB;MASCULINO
IBIRAJUBA;VEREADOR;PINDUCA DO CAJ√Å;PSDB;MASCULINO
ITAQUITINGA;VEREADOR;SERGIO DO SINDICATO;PRD;MASCULINO
SALGUEIRO;PREFEITO;FABINHO;PRD;MASCULINO
CONDADO;PREFEITO;ALBINO;PP;MASCULINO
CH√É GRANDE;VEREADOR;LIVIA CAMPOS;PSB;FEMININO
CH√É GRANDE;VEREADOR;NANATO;AVANTE;MASCULINO
GAMELEIRA;VEREADOR;DEL UREI√ÉO;PSD;MASCULINO
LIMOEIRO;VEREADOR;RONALDO MORAIS (S√ì ZOEIRA);PSB;MASCULINO
LIMOEIRO;VEREADOR;BIU MOURA;MDB;MASCULINO
SANTA TEREZINHA;VEREADOR;J√öNIOR DE BRANCO;PP;MASCULINO
AFOGADOS DA INGAZEIRA;VEREADOR;CANC√ÉO;MDB;MASCULINO
AFOGADOS DA INGAZEIRA;VEREADOR;VICENTINHO;PSB;MASCULINO
AFOGADOS DA INGAZEIRA;VEREADOR;MARIO MARTINS;REPUBLICANOS;MASCULINO
BREJ√ÉO;VEREADOR;RAFA FAUSTO;PP;MASCULINO
BREJ√ÉO;VEREADOR;DEVAL CADENGUE;PSB;MASCULINO
CUST√ìDIA;VEREADOR;BERG LIRA;PSD;MASCULINO
CUST√ìDIA;VEREADOR;NIDINHO DE BIU;AVANTE;MASCULINO
MACAPARANA;VEREADOR;JR;PODE;MASCULINO
MANARI;VEREADOR;DR. ANDERSON DE Z√â TEIXEIRA;REPUBLICANOS;MASCULINO
S√ÉO JOS√â DA COROA GRANDE;VEREADOR;BETO DO ABREU;PSB;MASCULINO
S√ÉO JOS√â DA COROA GRANDE;VEREADOR;NABUCO LOPES;PSB;MASCULINO
S√ÉO JOS√â DA COROA GRANDE;VEREADOR;MACARR√ÉO √â MASSA;SOLIDARIEDADE;MASCULINO
VERTENTE DO L√âRIO;VEREADOR;ROBERTO DO SINDICATO;PSD;MASCULINO
VERTENTE DO L√âRIO;VEREADOR;SAULO BARBOSA;PSD;MASCULINO
ALIAN√áA;VEREADOR;FERNANDO NETO;PSD;MASCULINO
ALIAN√áA;VEREADOR;DANIEL SEGURAN√áA;PT;MASCULINO
BREJINHO;VEREADOR;FRANCISCO DE VERA;REPUBLICANOS;MASCULINO
IPOJUCA;VEREADOR;IRM√ÉO ABEL;PSD;MASCULINO
IPOJUCA;VEREADOR;ARLEY DE CURI√ì;DC;MASCULINO
IPOJUCA;VEREADOR;IRM√ÉO RICARDO;PP;MASCULINO
LAGOA GRANDE;VEREADOR;AUGUSTA BORGES;MDB;FEMININO
LAGOA GRANDE;VEREADOR;ROSA FARIAS;PSD;FEMININO
PANELAS;VEREADOR;DENIVAL;REPUBLICANOS;MASCULINO
√ÅGUA PRETA;VEREADOR;NEL DA LAJE;PSDB;MASCULINO
BEZERROS;VEREADOR;ROBERTO DINDA;PSB;MASCULINO
BEZERROS;VEREADOR;REPORTER RINALDO LUIZ;PL;MASCULINO
IGUARACY;VEREADOR;CHICO TORRES;PSDB;MASCULINO
LAGOA DOS GATOS;VEREADOR;NEM DO TAMBOR;PSDB;MASCULINO
LAGOA DOS GATOS;VEREADOR;JULINHO ENFERMEIRO;PSDB;MASCULINO
LAGOA DOS GATOS;VEREADOR;STHEFANNY DE ST√äNIO;PP;FEMININO
LAGOA DOS GATOS;VEREADOR;SIDRAILSON BATISTA;PP;MASCULINO
LAGOA DOS GATOS;VEREADOR;NEM DO PEIXE;PP;MASCULINO
PALMARES;VEREADOR;TOINHO ENFERMEIRO;PSD;MASCULINO
PESQUEIRA;VEREADOR;ALEXANDRE DO SOF√Å;AVANTE;MASCULINO
PESQUEIRA;VEREADOR;PASTINHA XUKURU;PP;MASCULINO
S√ÉO JOS√â DO EGITO;VEREADOR;TADEU DO HOSPITAL;UNI√ÉO;MASCULINO
TORITAMA;VEREADOR;MORICA;MDB;MASCULINO
VIT√ìRIA DE SANTO ANT√ÉO;VEREADOR;NOVO DA BANCA;AVANTE;MASCULINO
VIT√ìRIA DE SANTO ANT√ÉO;VEREADOR;ANDR√â DE BAU;PSD;MASCULINO
BARRA DE GUABIRABA;PREFEITO;DIOGO;PSDB;MASCULINO
S√ÉO JOS√â DO EGITO;PREFEITO;FREDSON BRITO;REPUBLICANOS;MASCULINO
AGRESTINA;VEREADOR;GORDO DE ZELITO;MDB;MASCULINO
ARARIPINA;VEREADOR;KALIGIA MATEUS;PDT;FEMININO
ARARIPINA;VEREADOR;FRANCISCO EDIVALDO;PP;MASCULINO
LAGOA DE ITAENGA;VEREADOR;MERY DE MARIA LUNA;UNI√ÉO;FEMININO
LAGOA DE ITAENGA;VEREADOR;KLECIA DO MOINHO;PSB;FEMININO
LAGOA DE ITAENGA;VEREADOR;DEIZE ENFERMEIRA;AVANTE;FEMININO
SALGUEIRO;VEREADOR;MAEL DO DIVINO;REPUBLICANOS;MASCULINO
SALGUEIRO;VEREADOR;L√âO PARENTE;PRD;MASCULINO
SANTA MARIA DA BOA VISTA;VEREADOR;PICA-PAU;PT;MASCULINO
SANTA MARIA DA BOA VISTA;VEREADOR;ERICLES COSTA;UNI√ÉO;MASCULINO
SANTA MARIA DA BOA VISTA;VEREADOR;JORGE DO FUTURO;UNI√ÉO;MASCULINO
SOLID√ÉO;VEREADOR;ADRIANA DE AGENOR;PSB;FEMININO
ANGELIM;VEREADOR;LUP√âRCIO;REPUBLICANOS;MASCULINO
ANGELIM;VEREADOR;MAURILIO CAVALCANTI;PSB;MASCULINO
